Id,Label,timeset,act_type,act_nat,colour,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,strongcompnum,clustering,eigencentrality
Local authorities,Local authorities,,government/executive,NA,"#FFA910",53,1,0,1,1,0,1,0,0,0,0,0,0,61,0.000489,759,0,0.00131
industries / factories,industries / factories,,employers organisations and firms,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.011311,0,3,0.00071,3,0,0.069907
Group Otten,Group Otten,,political parties,NETHERLANDS,"#FFB415",0,1,0,1,1,0,1,0,0,0,0,0.000018,0,70,0.000601,155,0,0.002542
governments,governments,,government/executive,NA,"#FFA910",0,4,0,4,4,0,4,0,0,0,0,0.019517,0,29,0.001072,64,0.083333,0.150031
US Fed Reserve,US Fed Reserve,,central banks,UNITED STATES,"#EF7DB1",0,1,0,1,1,0,1,0,0,0,0,0.00098,0,22,0.000339,261,0,0.00131
Dutch people,Dutch people,,the general public,NETHERLANDS,"#FFB415",46,1,0,1,1,0,1,0,0,0,0,0,0,53,0.000376,706,0,0.00131
Companies / Manufacturers,Companies / Manufacturers,,employers organisations and firms,NA,"#FFA910",0,2,0,2,2,0,2,0,0,0,0,0.013377,0,29,0.000852,140,0,0.126698
The state,The state,,government/executive,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.000806,0,3,0.000339,313,0,0.00131
German people,German people,,the general public,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0.012224,0,71,0.000478,160,0,0.067745
Hellenic Coast Guard,Hellenic Coast Guard,,military,GREECE,"#78767D",0,1,0,1,1,0,1,0,0,0,0,0.000689,0,51,0.000403,768,0,0.001706
Bank of England,Bank of England,,central banks,UNITED KINGDOM,"#E879A3",55,1,0,1,1,0,1,0,0,0,0,0,0,63,0.000489,770,0,0.00131
Several EU institutions,Several EU institutions,,government/executive,EUROPEAN UNION,"#5C9A5C",0,2,0,2,2,0,2,0,0,0,0,0.017266,0,33,0.000368,192,0,0.03385
Eurogroup Finance Ministers,Eurogroup Finance Ministers,,government/executive,EUROPEAN UNION,"#5C9A5C",0,2,0,2,2,0,2,0,0,0,0,0.019877,0,29,0.000712,29,1,0.103187
European governments,European governments,,government/executive,EUROPEAN UNION,"#5C9A5C",0,2,0,2,3,0,3,0,0,0,0,0.000447,0,33,0.000639,78,0,0.008792
Eurozone,Eurozone,,whole polities,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.001604,0,29,0.000302,774,0,0.001771
EU President,EU President,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.011894,0,3,0.000352,191,0,0.032541
Criminal groups,Criminal groups,,terrorist groups / smugglers / organised crime / spies,NA,"#FFA910",32,2,0,2,2,0,2,0,0,0,0,0,0,90,0.000483,599,0.5,0.003015
European Stability Mechanism ,European Stability Mechanism ,,government/executive,EUROPEAN UNION,"#5C9A5C",0,3,0,3,3,0,3,0,0,0,0,0.010537,0,3,0.001369,12,0,0.048434
Police forces NL,Police forces NL,,police and internal security agencies,NETHERLANDS,"#FFB415",32,1,0,1,1,0,1,0,0,0,0,0,0,90,0.000371,598,0,0.001706
EU countries at the external borders,EU countries at the external borders,,whole polities,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.002118,0,70,0.000716,158,0,0.015552
hedge funds,hedge funds,,employers organisations and firms,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.001354,0,71,0.000376,782,0,0.00131
Interior Minister Kosovo,Interior Minister Kosovo,,government/executive,KOSOVO,"#CB6651",0,1,0,1,1,0,1,0,0,0,0,0,0,64,0.001461,127,0,0.003615
Predsednik Republike,Predsednik Republike,,government/executive,SERBIA,"#D0A62D",0,1,0,1,1,0,1,0,0,0,0,0,0,64,0.000553,788,0,0.001765
Libya,Libya,,whole polities,LIBYA,"#DE6F33",0,1,0,1,1,0,1,0,0,0,0,0.001072,0,89,0.00048,6,0,0.009792
The British,The British,,the general public,UNITED KINGDOM,"#E879A3",56,1,0,1,1,0,1,0,0,0,0,0,0,65,0.000489,792,0,0.00131
volunteers,volunteers,,the general public,NA,"#FFA910",0,2,0,2,2,0,2,0,0,0,0,0.000684,0,47,0.000635,79,0,0.003587
Health authorities Lombardia,Health authorities Lombardia,,other state executive agencies,ITALY,"#B85D6F",57,1,0,1,1,0,1,0,0,0,0,0,0,66,0.000489,798,0,0.00131
European Investment Bank,European Investment Bank,,central banks,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.001966,0,29,0.000493,61,0,0.008145
farms,farms,,farmers and agricultural organisations,NA,"#FFA910",58,1,0,1,1,0,1,0,0,0,0,0,0,67,0.000489,803,0,0.00131
Eurozone countries,Eurozone countries,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.003258,0,85,0.000428,190,0,0.005039
EU politicians,EU politicians,,politicians,EUROPEAN UNION,"#5C9A5C",59,2,0,2,2,0,2,0,0,0,0,0,0,68,0.000713,807,0,0.002619
sea rescuers,sea rescuers,,solidarity and human rights organisations,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.004679,0,33,0.000312,229,0,0.001771
Swedish Government,Swedish Government,,government/executive,SWEDEN,"#AC5933",0,2,0,2,3,0,3,0,0,0,0,0.000062,0,69,0.000515,816,0,0.003015
Hoge Raad,Hoge Raad,,judiciary,NETHERLANDS,"#FFB415",0,2,0,2,2,0,2,0,0,0,0,0.006631,0,70,0.001115,31,0,0.009645
Dutch judiciary,Dutch judiciary,,judiciary,NETHERLANDS,"#FFB415",0,2,0,2,2,0,2,0,0,0,0,0,0,51,0.000944,104,0,0.003814
judges,judges,,judiciary,NA,"#FFA910",0,2,0,2,2,0,2,0,0,0,0,0.008068,0,70,0.000601,154,0,0.006738
Saipem,Saipem,,employers organisations and firms,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0,0,69,0.000403,827,0,0.001706
Europipe,Europipe,,employers organisations and firms,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0,0,69,0.000403,826,0,0.001706
EuroMOMO,EuroMOMO,,other scientific and research professionals and institutions,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.011159,0,51,0.00033,174,0,0.004965
refugee camps,refugee camps,,migrant organisations and groups,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0,0,33,0.001179,141,0,0.014788
British people,British people,,the general public,UNITED KINGDOM,"#E879A3",0,2,0,2,3,0,3,0,0,0,0,0.005807,0,47,0.00148,116,0.5,0.037237
Freistaat Bayern,Freistaat Bayern,,whole polities,GERMANY,"#717F75",60,1,0,1,1,0,1,0,0,0,0,0,0,72,0.000489,842,0,0.00131
województwo,województwo,,government/executive,POLAND,"#FFE428",61,1,0,1,1,0,1,0,0,0,0,0,0,73,0.000489,844,0,0.00131
epidemiologists,epidemiologists,,other scientific and research professionals and institutions,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.011159,0,51,0.00033,173,0,0.004965
Kaczyński Maria,Kaczyński Maria,,former states(wo)men,POLAND,"#FFE428",0,1,0,1,1,0,1,0,0,0,0,0.010109,0,51,0.000498,111,0,0.016717
The opposition,The opposition,,political parties,NA,"#FFA910",0,2,0,2,2,0,2,0,0,0,0,0.011504,0,88,0.000847,73,0,0.042934
PSE,PSE,,politicians,EUROPEAN UNION,"#5C9A5C",62,1,0,1,1,0,1,0,0,0,0,0,0,74,0.000489,849,0,0.00131
Frugals member states,Frugals member states,,whole polities,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.004595,0,71,0.000339,822,0,0.00131
Denktank Coronacrisis,Denktank Coronacrisis,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,1,0,1,1,0,1,0,0,0,0,0.011866,0,47,0.000274,269,0,0.00131
Lufthansa,Lufthansa,,employers organisations and firms,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0.012224,0,71,0.000478,26,0,0.067745
the public,the public,,the general public,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0,0,47,0.001326,114,0,0.005946
Kiev,Kiev,,government/executive,UKRAINE,"#E07595",0,1,0,1,1,0,1,0,0,0,0,0.000816,0,27,0.000412,77,0,0.002277
Kolomoyskyi Ihor,Kolomoyskyi Ihor,,employers organisations and firms,UKRAINE,"#E07595",63,1,0,1,1,0,1,0,0,0,0,0,0,75,0.000489,859,0,0.00131
Holova Verkhovnoyi Rady Ukrayiny,Holova Verkhovnoyi Rady Ukrayiny,,legislative,UKRAINE,"#E07595",64,1,0,1,1,0,1,0,0,0,0,0,0,76,0.000489,861,0,0.00131
Prosecutor General,Prosecutor General,,judiciary,UKRAINE,"#E07595",0,1,0,1,1,0,1,0,0,0,0,0.000003,0,21,0.000392,243,0,0.002173
Constitutional Court of Ukraine,Constitutional Court of Ukraine,,judiciary,UKRAINE,"#E07595",65,1,0,1,1,0,1,0,0,0,0,0,0,77,0.000489,863,0,0.00131
Włodzimierz Wróbel,Włodzimierz Wróbel,,judiciary,POLAND,"#FFE428",0,1,0,1,1,0,1,0,0,0,0,0.000406,0,51,0.000535,106,0,0.00998
Washington,Washington,,government/executive,UNITED STATES,"#EF7DB1",0,3,0,3,3,0,3,0,0,0,0,0.010588,0,22,0.000639,83,0,0.028007
UK local councils,UK local councils,,government/executive,UNITED KINGDOM,"#E879A3",0,1,0,1,1,0,1,0,0,0,0,0.001476,0,47,0.000464,55,0,0.004538
Rhodes Cecil,Rhodes Cecil,,former states(wo)men,UNITED KINGDOM,"#E879A3",66,1,0,1,1,0,1,0,0,0,0,0,0,78,0.000489,877,0,0.00131
Polskie Linie Lotnicze LOT,Polskie Linie Lotnicze LOT,,employers organisations and firms,POLAND,"#FFE428",0,3,0,3,3,0,3,0,0,0,0,0.014188,0,51,0.000995,91,0,0.023254
web platforms,web platforms,,employers organisations and firms,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.013305,0,29,0.00074,139,0,0.125388
banks,banks,,employers organisations and firms,NA,"#FFA910",0,2,0,2,2,0,2,0,0,0,0,0.003989,0,83,0.002579,58,0,0.024483
aviation industry,aviation industry,,employers organisations and firms,NA,"#FFA910",0,2,0,2,3,0,3,0,0,0,0,0.006589,0,33,0.001908,43,0,0.134519
ICAO Council,ICAO Council,,government/executive,NA,"#FFA910",67,1,0,1,1,0,1,0,0,0,0,0,0,79,0.000489,885,0,0.00131
citizens,citizens,,the general public,NA,"#FFA910",68,1,0,1,1,0,1,0,0,0,0,0,0,80,0.000489,889,0,0.00131
Swiss citizens,Swiss citizens,,the general public,SWITZERLAND,"#B35D41",69,1,0,1,1,0,1,0,0,0,0,0,0,81,0.000489,891,0,0.00131
AstraZeneca,AstraZeneca,,employers organisations and firms,UNITED KINGDOM,"#E879A3",0,2,0,2,2,0,2,0,0,0,0,0.014909,0,29,0.000777,137,0,0.127159
TVP,TVP,,media and journalists,POLAND,"#FFE428",0,4,0,4,4,0,4,0,0,0,0,0.011762,0,51,0.000881,95,0,0.012948
WTB,WTB,,employers organisations and firms,RUSSIAN FEDERATION,"#E8D430",0,1,0,1,1,0,1,0,0,0,0,0.004104,0,83,0.000964,18,0,0.036669
German police,German police,,police and internal security agencies,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0,0,70,0.000572,906,0,0.002575
Assessore Regione Umbria,Assessore Regione Umbria,,government/executive,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.010805,0,27,0.000377,82,0,0.015842
Iraqi-Kurdish intelligence services,Iraqi-Kurdish intelligence services,,police and internal security agencies,IRAQ,"#9C4F9C",70,1,0,1,1,0,1,0,0,0,0,0,0,91,0.000489,918,0,0.00131
data protection authorities,data protection authorities,,consumer organisations and groups,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.013305,0,29,0.00074,138,0,0.125388
people,people,,the general public,NA,"#FFA910",71,1,0,1,1,0,1,0,0,0,0,0,0,92,0.000489,923,0,0.00131
nationalist and populist movements,nationalist and populist movements,,political parties,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.003974,0,29,0.000296,251,0,0.00131
Prezydent Rzeczypospolitej ,Prezydent Rzeczypospolitej ,,government/executive,POLAND,"#FFE428",0,1,0,1,1,0,1,0,0,0,0,0.01093,0,51,0.000319,108,0,0.009019
Belgrade,Belgrade,,government/executive,SERBIA,"#D0A62D",72,1,0,1,1,0,1,0,0,0,0,0,0,93,0.000489,935,0,0.00131
volkswagen,volkswagen,,employers organisations and firms,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0.000075,0,71,0.000433,162,0,0.008929
trade unions,trade unions,,unions and employees,NA,"#FFA910",73,1,0,1,1,0,1,0,0,0,0,0,0,94,0.000489,938,0,0.00131
dutch state,dutch state,,whole polities,NETHERLANDS,"#FFB415",0,1,0,1,1,0,1,0,0,0,0,0.003742,0,52,0.000302,324,0,0.00131
Calviño Nadia,Calviño Nadia,,politicians,SPAIN,"#AF6729",0,2,0,2,2,0,2,0,0,0,0,0.002485,0,27,0.0027,52,0,0.028026
Advisory Council on International Affairs,Advisory Council on International Affairs,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",74,1,0,1,1,0,1,0,0,0,0,0,0,95,0.000489,940,0,0.00131
US Democratic Party,US Democratic Party,,political parties,UNITED STATES,"#EF7DB1",0,7,0,7,7,0,7,0,0,0,0,0.018399,0,51,0.001817,51,0,0.042816
Szyszko Jan,Szyszko Jan,,former states(wo)men,POLAND,"#FFE428",75,1,0,1,1,0,1,0,0,0,0,0,0,96,0.000489,947,0,0.00131
'people in power','people in power',,government/executive,NA,"#FFA910",76,1,0,1,1,0,1,0,0,0,0,0,0,97,0.000489,950,0,0.00131
Index.hu,Index.hu,,media and journalists,HUNGARY,"#7F6D85",0,3,0,3,3,0,3,0,0,0,0,0.008309,0,83,0.001072,74,0,0.044244
Ordo Iuris,Ordo Iuris,,solidarity and human rights organisations,POLAND,"#FFE428",0,1,0,1,1,0,1,0,0,0,0,0.000206,0,64,0.000628,41,0,0.004995
travellers / tourists,travellers / tourists,,the general public,NA,"#FFA910",0,6,0,6,6,0,6,0,0,0,0,0.001179,0,98,0.001201,161,0,0.015477
NoVaxxers,NoVaxxers,,the general public,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.005775,0,47,0.0008,113,0,0.032083
Aziende Sanitarie Locali,Aziende Sanitarie Locali,,other state executive agencies,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.003256,0,3,0.000339,776,0,0.00131
President of Bulgaria,President of Bulgaria,,government/executive,BULGARIA,"#3983AC",0,1,0,1,1,0,1,0,0,0,0,0.00985,0,33,0.000277,305,0,0.001706
EU Governments,EU Governments,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.010683,0,71,0.00028,224,0,0.001771
Dolomit Ltd,Dolomit Ltd,,employers organisations and firms,HUNGARY,"#7F6D85",107,1,0,1,1,0,1,0,0,0,0,0,0,125,0.000489,1210,0,0.00131
Elios,Elios,,employers organisations and firms,HUNGARY,"#7F6D85",0,1,0,1,1,0,1,0,0,0,0,0.002533,0,29,0.000309,535,0,0.00131
Legfőbb ügyészég,Legfőbb ügyészég,,judiciary,HUNGARY,"#7F6D85",78,1,0,1,1,0,1,0,0,0,0,0,0,99,0.000489,983,0,0.00131
Fregatte der 'Hamburg',Fregatte der 'Hamburg',,military,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0,0,52,0.000568,177,0,0.001793
municipalities,municipalities,,government/executive,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0,0,29,0.000376,990,0,0.00131
deutsches gericht,deutsches gericht,,judiciary,GERMANY,"#717F75",79,1,0,1,1,0,1,0,0,0,0,0,0,100,0.000489,992,0,0.00131
European Belarus,European Belarus,,other civil society organisations and groups,BELARUS,"#745A80",0,1,0,1,1,0,1,0,0,0,0,0,0,64,0.001179,35,0,0.00454
Belarusian leadership,Belarusian leadership,,government/executive,RUSSIAN FEDERATION,"#E8D430",0,1,0,1,1,0,1,0,0,0,0,0.000645,0,51,0.000376,998,0,0.00131
presidente della Regione Siciliana,presidente della Regione Siciliana,,government/executive,ITALY,"#B85D6F",0,6,0,6,10,0,10,0,0,0,0,0.029876,0,3,0.001114,2,0.166667,0.060267
Pd-M5s government,Pd-M5s government,,government/executive,ITALY,"#B85D6F",0,1,0,1,2,0,2,0,0,0,0,0.004957,0,3,0.000481,75,0,0.009923
Ministry of Defence of Belarus,Ministry of Defence of Belarus,,government/executive,BELARUS,"#745A80",0,1,0,1,1,0,1,0,0,0,0,0.000718,0,64,0.000851,40,0,0.02645
Balkan countries' authorities,Balkan countries' authorities,,government/executive,EUROPEAN UNION,"#5C9A5C",80,1,0,1,1,0,1,0,0,0,0,0,0,101,0.000489,1013,0,0.00131
Wirtschaftskammer Österreich,Wirtschaftskammer Österreich,,employers organisations and firms,AUSTRIA,"#944863",0,1,0,1,1,0,1,0,0,0,0,0,0,83,0.000459,824,0,0.00191
Bárcenas Luis,Bárcenas Luis,,former states(wo)men,SPAIN,"#AF6729",81,1,0,1,1,0,1,0,0,0,0,0,0,102,0.000489,1031,0,0.00131
the Americans,the Americans,,government/executive,UNITED STATES,"#EF7DB1",0,1,0,1,1,0,1,0,0,0,0,0.000718,0,64,0.000851,38,0,0.02645
Ministero per gli Affari Europei,Ministero per gli Affari Europei,,government/executive,ITALY,"#B85D6F",82,1,0,1,1,0,1,0,0,0,0,0,0,103,0.000489,1033,0,0.00131
Deputati italiani,Deputati italiani,,legislative,ITALY,"#B85D6F",83,1,0,1,1,0,1,0,0,0,0,0,0,104,0.000489,1035,0,0.00131
Kolesnikova Maria,Kolesnikova Maria,,politicians,BELARUS,"#745A80",84,1,0,1,1,0,1,0,0,0,0,0,0,105,0.000489,1037,0,0.00131
European partners,European partners,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.012224,0,71,0.000478,25,0,0.067745
Belgian PM,Belgian PM,,government/executive,BELGIUM,"#64638E",85,1,0,1,1,0,1,0,0,0,0,0,0,106,0.000489,1042,0,0.00131
Russian authorities,Russian authorities,,government/executive,RUSSIAN FEDERATION,"#E8D430",0,1,0,1,1,0,1,0,0,0,0,0.012224,0,71,0.000478,24,0,0.067745
football supporters,football supporters,,the general public,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.002118,0,70,0.000716,157,0,0.015552
Belarus,Belarus,,whole polities,BELARUS,"#745A80",0,2,0,2,3,0,3,0,0,0,0,0.013489,0,71,0.000523,23,0,0.069054
businesses,businesses,,employers organisations and firms,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.003241,0,33,0.000376,713,0,0.00131
CEEC central banks,CEEC central banks,,central banks,EUROPEAN UNION,"#5C9A5C",0,2,0,2,2,0,2,0,0,0,0,0.000229,0,27,0.000601,1060,0,0.002619
Nemzeti Bank,Nemzeti Bank,,central banks,HUNGARY,"#7F6D85",0,1,0,1,2,0,2,0,0,0,0,0.000376,0,22,0.000376,523,0,0.00131
Madrid residents,Madrid residents,,the general public,SPAIN,"#AF6729",86,1,0,1,1,0,1,0,0,0,0,0,0,107,0.000489,1066,0,0.00131
BYSOL Solidarity Fund,BYSOL Solidarity Fund,,solidarity and human rights organisations,BELARUS,"#745A80",87,1,0,1,1,0,1,0,0,0,0,0,0,108,0.000489,1068,0,0.00131
human rights organizations,human rights organizations,,solidarity and human rights organisations,NA,"#FFA910",88,1,0,1,1,0,1,0,0,0,0,0,0,109,0.000489,1070,0,0.00131
PandaDoc Minsk office,PandaDoc Minsk office,,employers organisations and firms,BELARUS,"#745A80",0,1,0,1,1,0,1,0,0,0,0,0.000205,0,64,0.000492,332,0,0.002161
PandaDoc,PandaDoc,,employers organisations and firms,UNITED STATES,"#EF7DB1",89,1,0,1,1,0,1,0,0,0,0,0,0,110,0.000489,1072,0,0.00131
Biskup diecezjalny,Biskup diecezjalny,,churches and religious organisations and groups,POLAND,"#FFE428",90,1,0,1,1,0,1,0,0,0,0,0,0,111,0.000489,1076,0,0.00131
ANCE,ANCE,,employers organisations and firms,ITALY,"#B85D6F",91,1,0,1,1,0,1,0,0,0,0,0,0,112,0.000489,1082,0,0.00131
Mayor of Arezzo,Mayor of Arezzo,,government/executive,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.007668,0,3,0.000308,1,0,0.009597
Algemene Inlichtingen- en Veiligheidsdienst,Algemene Inlichtingen- en Veiligheidsdienst,,police and internal security agencies,NETHERLANDS,"#FFB415",92,1,0,1,1,0,1,0,0,0,0,0,0,113,0.000489,1088,0,0.00131
Irish court,Irish court,,judiciary,IRELAND,"#A5548D",0,1,0,1,1,0,1,0,0,0,0,0.001618,0,27,0.000575,68,0,0.003626
Gilead,Gilead,,employers organisations and firms,UNITED STATES,"#EF7DB1",0,1,0,1,1,0,1,0,0,0,0,0.000347,0,98,0.00035,731,0,0.001706
Ministerstwo Szkolnictwa,Ministerstwo Szkolnictwa,,government/executive,POLAND,"#FFE428",0,1,0,1,1,0,1,0,0,0,0,0.01093,0,51,0.000319,107,0,0.009019
Polish state-owned banks,Polish state-owned banks,,employers organisations and firms,POLAND,"#FFE428",0,1,0,1,1,0,1,0,0,0,0,0.01093,0,51,0.000319,96,0,0.009019
Central Intelligence Agency,Central Intelligence Agency,,other state executive agencies,UNITED STATES,"#EF7DB1",93,1,0,1,1,0,1,0,0,0,0,0,0,114,0.000489,1099,0,0.00131
Schröder Gerhard,Schröder Gerhard,,former states(wo)men,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0,0,21,0.00064,123,0,0.002763
Norwegian tribunal,Norwegian tribunal,,judiciary,NORWAY,"#FFCC1E",94,1,0,1,1,0,1,0,0,0,0,0,0,115,0.000489,1102,0,0.00131
Polish courts,Polish courts,,judiciary,POLAND,"#FFE428",0,1,0,1,1,0,1,0,0,0,0,0.001236,0,52,0.002807,7,0,0.029963
COREPER,COREPER,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.007653,0,29,0.000498,53,0,0.035443
Laikos Syndesmos - Chrysi Avgi,Laikos Syndesmos - Chrysi Avgi,,political parties,GREECE,"#78767D",0,4,0,4,7,0,7,0,0,0,0,0.023527,0,3,0.000926,267,0,0.005635
Bulgaria,Bulgaria,,whole polities,BULGARIA,"#3983AC",0,1,0,1,1,0,1,0,0,0,0,0.013305,0,29,0.00074,136,0,0.125388
Sofia,Sofia,,government/executive,BULGARIA,"#3983AC",0,1,0,1,1,0,1,0,0,0,0,0.004594,0,27,0.000711,9,0,0.040543
Ministère des Affaires étrangères FR,Ministère des Affaires étrangères FR,,government/executive,FRANCE,"#6A886D",0,1,0,1,1,0,1,0,0,0,0,0.005372,0,33,0.00028,276,0,0.00131
Presidente da República,Presidente da República,,government/executive,PORTUGAL,"#FFEF2C",96,1,0,1,1,0,1,0,0,0,0,0,0,116,0.000489,1113,0,0.00131
Greek state,Greek state,,government/executive,GREECE,"#78767D",0,1,0,1,1,0,1,0,0,0,0,0.015352,0,71,0.000272,237,0,0.00131
Bundesländer,Bundesländer,,government/executive,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0.000925,0,51,0.000339,911,0,0.00131
District Court Assen,District Court Assen,,judiciary,NETHERLANDS,"#FFB415",97,1,0,1,2,0,2,0,0,0,0,0,0,117,0.000489,1136,0,0.00131
The Hague,The Hague,,government/executive,NETHERLANDS,"#FFB415",98,1,0,1,1,0,1,0,0,0,0,0,0,118,0.000489,1138,0,0.00131
national parliaments of the EU,national parliaments of the EU,,legislative,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.000821,0,71,0.000528,11,0,0.013282
Kaardynacyjnaja rada,Kaardynacyjnaja rada,,political parties,BELARUS,"#745A80",0,1,0,1,1,0,1,0,0,0,0,0.00294,0,29,0.000304,225,0,0.001771
governi regionali,governi regionali,,government/executive,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.000983,0,98,0.000302,729,0,0.00131
Italian authorities,Italian authorities,,government/executive,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.001113,0,3,0.000897,156,0,0.010208
pro-EU Polish politicians,pro-EU Polish politicians,,politicians,POLAND,"#FFE428",50,1,0,1,1,0,1,0,0,0,0,0,0,57,0.000376,722,0,0.00131
Brandt Willy,Brandt Willy,,former states(wo)men,GERMANY,"#717F75",0,2,0,2,2,0,2,0,0,0,0,0.015481,0,51,0.000515,93,0,0.018026
Manzheley Dawid,Manzheley Dawid,,the general public,POLAND,"#FFE428",99,1,0,1,1,0,1,0,0,0,0,0,0,86,0.000871,1156,0,0.002102
Swedish authorities,Swedish authorities,,government/executive,SWEDEN,"#AC5933",0,4,0,4,4,0,4,0,0,0,0,0.011342,0,69,0.000891,170,0,0.008894
Sweden,Sweden,,whole polities,SWEDEN,"#AC5933",100,2,0,2,2,0,2,0,0,0,0,0,0,119,0.000713,1161,0,0.002619
Gülermak,Gülermak,,employers organisations and firms,TURKEY,"#D16D79",102,1,0,1,1,0,1,0,0,0,0,0,0,120,0.000489,1177,0,0.00131
French citizens,French citizens,,the general public,FRANCE,"#6A886D",0,1,0,1,1,0,1,0,0,0,0,0.001221,0,52,0.000368,1045,0,0.001706
transport organisation representatives,transport organisation representatives,,unions and employees,NA,"#FFA910",0,1,0,1,2,0,2,0,0,0,0,0.000816,0,27,0.000376,1129,0,0.00131
Kudryavtsev Konstantin,Kudryavtsev Konstantin,,terrorist groups / smugglers / organised crime / spies,RUSSIAN FEDERATION,"#E8D430",0,1,0,1,1,0,1,0,0,0,0,0,0,21,0.00064,122,0,0.002763
Pfizer,Pfizer,,employers organisations and firms,UNITED STATES,"#EF7DB1",0,2,0,2,2,0,2,0,0,0,0,0.017399,0,98,0.000578,46,0.5,0.048078
CHMP Technical Committee - European Medicines Agency,CHMP Technical Committee - European Medicines Agency,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.002324,0,98,0.000442,47,0,0.020262
Servizio Associato Politiche Europee,Servizio Associato Politiche Europee,,government/executive,ITALY,"#B85D6F",103,1,0,1,1,0,1,0,0,0,0,0,0,121,0.000489,1189,0,0.00131
partiti italiani,partiti italiani,,legislative,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0.011894,0,3,0.000352,0,0,0.032541
